Course Name,University,Difficulty Level,Course Rating,Course URL,Course Description,Skills,field_id
UX and Interface Design for Embedded Systems,University of Colorado Boulder,Advanced,Not Calibrated,https://www.coursera.org/learn/ux-interface-design-embedded-systems,"UX and Interface Design for Embedded Systems is the first of three classes in the Embedded Interface Design (EID) specialization, an online version of the on-campus EID class taught in graduate embedded systems design.  This first course is focused on user experience (UX) and the related methods, practices, and principles that will help ensure your embedded interface designs for devices and systems are what your users both need and want.  The class includes an introduction to UX, and then a four phase breakdown of a typical UX design process, including planning, user research, design methods, and testing for verification and validation.  Much of the content provides generally applicable UX techniques, but particular focus is included for considerations in developing embedded devices.  The class includes practical projects that let you try some of the key methods in a thorough interface design process.",java annotation  persona (user experience)  interfaces  verification and validation  User Experience  Human Computer Interaction  usability  user persona  user interface design  User Research computer-science design-and-product,3
Computer Vision - Image Basics with OpenCV and Python,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/computer-vision-opencv-for-images,"In this 1-hour long project-based course, you will learn how to do Computer Vision on images with OpenCV and Python using Jupyter Notebook.   This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your Internet browser so you can just focus on learning. For this project, you�ll get instant access to a cloud desktop with Python, Jupyter, and OpenCV pre-installed.  Prerequisites: In order to be successful in this project, you should have a basic knowledge of Python.   Notes: -  You will be able to access the cloud desktop 5 times. However, you will be able to access instructions videos as many times as you want. - This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",entry point  Computer Vision  image processing  Computer Programming  digital image processing  Machine Learning  opencv  Numpy  Matplotlib  Python Programming data-science machine-learning,2
Introduction to API Testing using JMeter Tool,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/introduction-to-api-testing-using-jmeter-tool,"In this 1-hour long project-based course, you will learn how to   1. Send an HTTP GET request 2. Send an HTTP POST request 3. Send an HTTP PUT and DELETE request 4. Adding user-defined variables  5. Adding response assertions and JSON path assertions to the JSON response 6. Understanding JSON format  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",project  wait (system call)  api testing  application programming interfaces  Python Programming  hypertext transfer protocol  apache jmeter  performance  uniform resource locator  request response computer-science software-development,5
Secure Networked System with Firewall and IDS,University of Colorado System,Intermediate,3.8,https://www.coursera.org/learn/secure-networked-system-with-firewall-ids,"In this MOOC, we will focus on learning how network systems are secured using firewalls and IDS.  This will include understanding the basic components of network security, constructing a dual-firewall DMZ, and defining security policies to implement and enforce these rules.  Building upon these lessons we will go in-depth on the popular Linux firewall.  Finally we will learn about Network IDS and Host IDS, including a deep dive into Snort.",stateful firewall  porting  Network Security  firewall (computing)  network address translation  security  evaluation  Security Design  performance  file transfer protocol computer-science computer-security-and-networks,6
Advanced App Development in Android Capstone,Imperial College London,Beginner,4.3,https://www.coursera.org/learn/aada-capstone,"This capstone project has been designed as an opportunity to practice what you have learned in the first 3 courses of this specialisation. This capstone project consists of 4 assignments. You will have to develop an immersive Android app with the use 3D graphics, sensor control and VR. For the first assignment, you will have to develop a virtual art gallery using the Android Canvas drawing functions introduced in Course 1 ""Introduction to Android graphics"". The second assignment entails the design and development of a virtual 3D art gallery based on OpenGL ES applying the knowledge and skills acquired in Course 2 ""Android Graphics with OpenGL ES"". For the third assignment you will create a virtual reality app with your 3D art gallery, using Advanced techniques like introducing sensor control, animations, binocular view for VR, lighting effects and texture mapping, based on the knowledge and skills you learned in Course 3 ""3D Graphics in Android: Sensors and VR"". For the final submission of the capstone project we give you the avenue to combine your creativity with all the knowledge and skills you gained in Android graphics programming from the three first courses. This capstone is intended for learners with basic knowledge in Android app development seeking to develop knowledge in computer graphics and virtual reality in Android. The learners should have completed the 3 courses in this specialisation (i.e.  Course 1 ""Introduction to Android graphics"", Course 2 ""Android Graphics with OpenGL ES"", and Course 3 ""3D Graphics in Android: Sensors and VR"") before starting this capstone project.",euler's totient function  Mobile Development  3d computer graphics  perspective projection  Android Development  table of keyboard shortcuts  interactivity  Computer Programming  Computer Graphics  Virtual Reality computer-science software-development,1
Developing Android Apps with App Inventor,The Hong Kong University of Science and Technology,Advanced,4.1,https://www.coursera.org/learn/app-inventor-android,"The course will give students hands-on experience in developing interesting Android applications. No previous experience in programming is needed, and the course is suitable for students with any level of computing experience. MIT App Inventor will be used in the course. It is a blocks-based programming tool that allows everyone, even novices, to start programming and build fully functional apps for Android devices. Students are encouraged to use their own Android devices for hands-on testing and exploitation.",user interface  Android Development  viewer  app inventor for android  Application Development  java annotation  Computer Programming  web  Mobile Development  Google Maps computer-science mobile-and-web-development,1
Lean Software Development,University of Minnesota,Advanced,4.2,https://www.coursera.org/learn/lean-software-development,"While scrum and XP were transforming the software development industry, there were another set of ideas (derived from lean manufacturing and Six Sigma) that started to influence software development methods.  These ideas around Lean Software Development forms the foundation of number of agile methods.   In this course, we will explore lean concepts and cover some of the common Lean methods and techniques like Kanban, Value Stream Mapping, etc.   In this course, we will also learn techniques like Lean Startup and Design Thinking that can help team learn about user and market needs much faster and cheaper.   As part of this course, you will also apply the knowledge gained  in this course to fictional case studies.  These projects will help you gain experience to confidently apply these techniques in real world.  At the end of the course,  you will be able to apply lean techniques / methods to software development.  You will also be able to apply methods to learn about your users and market needs much faster and cheaper.",process  Mobile Development  software  Agile Software Development  value stream mapping  software development process  Software Testing  Software Engineering  scrum (software development)  lean software development computer-science software-development,1
Brand & Content Marketing,IE Business School,Intermediate,4,https://www.coursera.org/learn/brand-and-content-marketing,"Brand & Content Marketing is a IE University course for professionals who want to learn how to produce memorable content through quality storytelling.   Students will go through a learning process that will start with a deep understanding of the term Branded Content and its main differences with traditional advertising, simultaneously creating an effective story-line through powerful values. The course analyses the production of quality journalism and explores how to create memorable and long lasting connections with a given target audience in a world of constant content surplus. It concludes with a deeper insight into the term of Brand Entertainment, giving them the opportunity to amplify their knowledge about how to produce a good call to action and retain the audience's attention.",branded content  audience  Marketing  Brand Management  Advertising  Storytelling  gamification  brand  Journalism  content marketing arts-and-humanities history,4
The entrepreneur's guide for beginners,Universitat de Barcelona,Beginner,4.6,https://www.coursera.org/learn/entrepreneur-guide-beginners,"The Entrepreneur's Guide for beginners and is a course created in collaboration with all Catalan public universities and EIT Health and aims to be the starting point for all those who want to improve their knowledge and skills in the world entrepreneurship. In this course you will be able to identify a business opportunity, develop the business model (and the steps to validate it) and know the main mechanisms to find your business. In addition, you will have the help of experts who will be there to help you resolve any questions that may arise during the course. Sign up!",business plan  lean startup  modeling  funding options  project  Entrepreneurship  business model canvas  methodology  Planning  employment business entrepreneurship,4
Android Graphics with OpenGL ES,Imperial College London,Intermediate,4.6,https://www.coursera.org/learn/android-graphics-opengl-es,"This course will cover the fundamentals of OpenGL and OpenGL ES in Android.  This course is unique because it covers the mechanics of how OpenGL works and also more practical applications to draw 2D and 3D objects.  This is an ideal primer for more complex courses on VR and AR within Android.    We'll begin by covering the OpenGL Pipeline and Shading Language.  Then we'll look at drawing simple 2D objects and increasingly complicated 3D objects in OpenGL and OpenGL ES.    There are practical exercises throughout the course to apply your understanding, and there is a summative project which can form part of your professional portfolio.",shading  rendering (computer graphics)  opengl  2d computer graphics  3d computer graphics  r&d management  Computer Graphics  Android Development  three-dimensional graph  Mobile Development computer-science mobile-and-web-development,3
New Product Development For Small Businesses and Start-Ups,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/new-product-dev-smes,"In this 1 hr 40 mins long project-based course, you will learn about the process of developing a new product for start-up companies, and small and medium-sized enterprises (SMEs). You will learn about idea generation and the evaluation processes in product development by using an idea generation model and online resources like Google Trends and Amazon. You will use methods to evaluate your product concept through market segmentation, growth potential, and the competition to your product. You will also evaluate a supplier and the cost to your product by analyzing component prices and production rates. By the end of this project, you will be able to create a full retrospective plan for the product launch and understand how and why the specifications are done.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Sales  market segmentation  Planning  Entrepreneurship  project  throughput (business)  supply chain  modeling  Product Development  product concept business entrepreneurship,4
User Experience Design � Creating User Profiles,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/uxdesign-userprofiles,"Creating personas is a core skill for UX professionals. This 1-hour long guided project will teach you how to prepare, conduct, and analyze user experience research studies that result in an understanding of user needs and design recommendations. At the end of this course you will have created a user research spreadsheet, a User Journey Map, a user persona and finally, using all of the parts you created, a user design presentation.",project  experience  User Experience  Business  flow network  spreadsheet  Persona Research  User Experience Design  documents  presentation business business-essentials,3
Introduction to Android graphics,Imperial College London,Intermediate,3.5,https://www.coursera.org/learn/intro-android-graphics,"This course will bring you up to speed with the fundamentals of 2D graphics and 3D graphics in Android.  This course provides the ideal primer for more Advanced courses and applications, for example, OpenGL, as well as Virtual Reality in Android.   This course is unique because it covers the key concepts and theory of 2D and 3D graphics while also showing you how to implement these in Android practically.  This provides a solid understanding and grasp of the subject matter which will be applicable in a variety of settings.    The final assignment will provide you with an artefact which you can use for your professional portfolio to evidence your skills.",Mobile Development  Computer Graphics  2d computer graphics  perspective projection  android studio  opengl  Android Development  Scaling  gimbal lock  three-dimensional graph computer-science mobile-and-web-development,3
Introduction to Applied Machine Learning,Alberta Machine Intelligence Institute,Intermediate,4.7,https://www.coursera.org/learn/machine-learning-applied,"This course is for professionals who have heard the buzz around machine learning and want to apply machine learning to data analysis and automation. Whether finance, medicine, engineering, business or other domains, this course will introduce you to problem definition and data preparation in a machine learning project.  By the end of the course, you will be able to clearly define a machine learning problem using two approaches. You will learn to survey available data resources and identify potential ML applications. You will learn to take a business need and turn it into a machine learning application. You will prepare data for effective machine learning applications.  This is the first course of the Applied Machine Learning Specialization brought to you by Coursera and the Alberta Machine Intelligence Institute.",Algorithms  Machine Learning Algorithms  Applied Machine Learning  Test Set  Machine Learning  ordered pair  Training  Human Learning  Deep Learning  business requirements data-science machine-learning,2
Cybersecurity Capstone:  Breach Response Case Studies,IBM,Beginner,4.7,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies,"This course gives you the background needed to gain Cybersecurity skills as part of the Cybersecurity Security Analyst Professional Certificate program.   You will explore incident response methodologies and security models.  You will learn to recognize and categorize key types of vulnerabilities and associated attacks against today's organizations.  You will explore in depth several past and recent breaches to learn how they were detected and what was done or could have been done to reduce the threat risk to the organization. Finally, you will explore the costs of data breaches through research studies and well known breaches.  This course requires you to select and research a cybersecurity breach in the news today and apply your knowledge and skills from this course and previous cybersecurity courses to analyze the type of attack, attack timeline, vulnerable systems, and any missed opportunities.  This project will be graded by your peers in the course.  This course is intended for anyone who wants to gain a basic understanding of Cybersecurity or as the seventh and final course in a series of courses to acquire the skills to work in the Cybersecurity field as a Cybersecurity Analyst.  The completion of this course also makes you eligible to earn the Cybersecurity Capstone:  Breach Response Case Studies IBM digital badge.  More information about the badge can be found https://www.youracclaim.com/org/ibm/badge/cybersecurity-breach-case-studies .  In this course, you will learn to:  ?\tApply incident response methodologies. ?\tResearch and describe a watering hole attack. ?\tResearch and describe ransomware threats and the consequences to organization. ?\tResearch and describe 3rd party breaches and how they affect an organization. ?\tResearch and describe the effects of a phishing attack. ?\tResearch and describe a point of sale attack and approximate cost of data breaches. ?\tPerform a case study on a current cyber attack and breach.",penetration test  ordered pair  data breaches  technical support  breach (security exploit)  Computer Security Incident Management  security  case study  Network Security  ransomware information-technology security,6
Basic Skills in Constructive Communication,Peter the Great St. Petersburg Polytechnic University,Advanced,4.5,https://www.coursera.org/learn/basic-skills-in-constructive-communication,"Insufficiently developed skills in constructive communication lead to misunderstandings and conflicts between employees and managers. As a result, effectiveness of business processes, project work and the quality of services are reduced. This applies to any team and organization, and in a broad sense - to society as a whole.  The course will help to:  �\tImprove interaction with people around - increase its effectiveness �\tLearn to formulate and communicate your thoughts and ideas more clearly, be heard �\tAccelerate routine processes (due to the ability to set tasks clearly and improved interaction with colleagues) �\tImprove personal relationships �\tImprove climate/atmosphere of the team environment (business) �\tImprove negotiation skills (both at home and at work)  Who is this course for? Employed people of 21-45 years who have the professional and personal need to take such a course. For those who appreciate the opportunity of not wasting time on offline meetings.  �\tThose who constantly interact with people and in their professional context (in their team, with other departments, negotiations), and in interpersonal terms. �\tFor those who feel a stagnation in their careers and understand that for further advancement they lack soft skills. �\tFor top managers, heads of departments and middle-level managers who want to improve the effectiveness of their teams and their interaction with other departments. �\tFor employees who feel that they cannot reach out to their managers and, therefore, feel uncomfortable. �\tFor start-up entrepreneurs who want to build their business more thoughtfully in the field of working with employees.",active listening  Communication  perception  process  emotions  awareness  Receiving  interrupts  emotion  modeling business leadership-and-management,4
Source control management for test automation with Git,Coursera Project Network,Intermediate,5,https://www.coursera.org/learn/source-control-management-test-automation-git,"Every development team or automation team needs a good way to collaborate and manage changes and to version code in their codebase. That�s why they use source control or version control.  Source control refers to tracking and managing changes to code. This ensures that developers are always working on the right version of the source code.  Git is one of the most widely used open-source distributed source code management systems for tracking changes in source code during software development.  In this 1-hour long project-based course, you will learn how to   1. Execute GIT commands via Eclipse plugin and CLI 2. Clone, Fetch and Pull code from remote repository 3. Commit, merge and push code to the remote repository",tracking  sources  Software Engineering  cloning  codebase  Leadership and Management  version control  control (management)  test automation  source code computer-science software-development,5
Machine Learning Feature Selection in Python,Coursera Project Network,Beginner,3.6,https://www.coursera.org/learn/machine-learning-feature-selection-in-python,"In this 1-hour long project-based course, you will learn basic principles of feature selection and extraction, and how this can be implemented in Python. Together, we will explore basic Python implementations of Pearson correlation filtering, Select-K-Best knn-based filtering, backward sequential filtering, recursive feature elimination (RFE), estimating feature importance using bagged decision trees, lasso regularization, and reducing dimensionality using Principal Component Analysis (PCA). We will focus on the simplest implementation, usually using Scikit-Learn functions.  All of this will be done on Ubuntu Linux, but can be accomplished using any Python I.D.E. on any operating system. We will be using the IDLE development environment to demonstrate several feature selection techniques using the publicly available Pima Diabetes dataset.    I would encourage learners to experiment using these techniques not only for feature selection, but hyperparameter tuning as well.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",recursion  mathematical optimization  bootstrap aggregating  Correlation And Dependence  hyperparameter  Hyperparameter Optimization  Machine Learning  Model Selection  Feature Selection  lasso (programming language) data-science machine-learning,2
Introduction to Unit Testing in Jest - The Fundamentals,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/unit-testing-in-jest,"In this 1-hour long project-based course on Introduction to Unit testing In Jest, we will get to explore the anatomy of a Jest unit test, and begin writing code and subsequently, the tests for that code using the Jest framework.  By following this course, we will demystify unit tests and understand how we can use them to write better code. we will get practise across the general landscape of the Jest framework to and see how we can use the cool tools provided to us by the awesome Jest developers  We will learn all about the syntax of a test, general rules, common matchers, and then start working with testing in asynchronous code and API fetching and then move on to mocking.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",application programming interfaces  Writing  user (computing)  regular expression  video game development  Python Programming  Software Testing  logic gate  data type  unit testing computer-science software-development,5
Programming Mobile Applications for Android Handheld Systems: Part 1,"University of Maryland, College Park",Intermediate,4.5,https://www.coursera.org/learn/android-programming,"This course introduces you to the design and implementation of Android applications for mobile devices. You will develop an app from scratch, assuming a basic knowledge of Java, and learn how to set up Android Studio, work with various Activities and create simple user interfaces to make your apps run smoothly.",user interface  software  Computer Programming  lecture  mobile app  Android Development  Mobile Development  Software Engineering  html  android studio computer-science mobile-and-web-development,1
Create Your First Automation Script Using Selenium and Java,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/create-automation-script-using-selenium-java,"�Selenium automates browsers, that�s it. What you do with that power is up to you.�   Selenium is the most widely used UI automation tool to test web applications.  By the end of this one-hour project-based course, you will learn the basics of the selenium automation testing tool.   Through hands-on, practical experience, you will go through concepts like using the Eclipse IDE, creating a new project, hands-on with commonly used selenium commands, interacting with common elements of a web application like textbox, radio buttons, normal buttons.",java (software platform)  project  web  radio button  qa & ux manager  selenium (software)  test automation  selenium  Software Testing  bash (unix shell) computer-science software-development,5
Presentation skills: Designing Presentation Slides,National Research Tomsk State University,Advanced,4.6,https://www.coursera.org/learn/slides,"�Powerpoint slides are like children: no matter how ugly they are, you�ll think they�re beautiful if they�re yours� � Scott Adams, author of the comic strip �Dilbert�.  Due to this cause or another, it�s a huge stress to look at most Powerpoint slides. Depending on the �design� skills of the speaker and audience�s taste slides create different emotions from a slight annoyance to physical sickness.  But that is not the worst thing. The worst thing is that instead of improving the presentation such slides confuse the audience, distract it and finally oblige the speaker to explain them rather than being quite self-explanatory.  The goal of this course is to change that by equipping learners with a set of tools to create simple, clear and aesthetic slides which improve the presentation of the speaker. The course covers universal design principles, templates, colors, typefaces, slides� typography, use of photos and pictograms, composition rules and ways to create clear and meaningful charts and diagrams.  This course is not a PowerPoint fundamentals course. You should have a basic knowledge of either Microsoft PowerPoint or Apple Keynote software.  Don�t meddle, make your slides matter.",relative change and difference  presentation  infographics  vector graphics  typography  ordered pair  Presentation Design  visual hierarchy  logo  illustration personal-development personal-development,3
Advanced TestNG Framework and Integration with Selenium,Coursera Project Network,Beginner,4.9,https://www.coursera.org/learn/Advanced-testng-framework-integration-with-selenium,"TestNG stands for Test Next Generation is a testing framework that provides the developer the ability to write more flexible and powerful tests with help of easy annotations, grouping, sequencing & parametrizing.  It can easily be integrated with automation tools like Selenium and is widely used by automation test experts to write functional tests.  In this one-hour guided project through hands-on, practical exercises, you will learn Advanced concepts like executing test cases using TestNG XML file, grouping test cases, and performing data-driven testing.  In this project, you will learn  -  Executing TestNG test cases using TestNG XML file  Order of execution of methods via TestNG annotations  Executing test cases of multiple classes via TestNG XML file  Executing test cases of all the classes of a package  Grouping test cases and executing them via TestNG XML file  Parameterizing test methods using @Paramters annotation  Parallel execution of test cases on multiple browsers using TestNG  Data-Driven testing using Data Provider",data-driven testing  xml  project  selenium  functional testing  test case  Writing  exercise  a/b testing  test data computer-science software-development,5
Testing and Debugging Python,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/testing-and-debugging-python,"If you have seen any of the news lately, it is not hard to imagine why software bugs cost the economy billions of dollars per year as well as costing lives. The ability to test your code (and other�s code) is probably one of the most important skills to know as a developer. Knowing how to track down and fix bugs is also critical.  Testing can mean adding print statements to output data at certain points in a program to visually check it. Testing can also involve developing separate programs to test the functionality of the code itself.    In this course, you will create a Python application that implements a new sorting algorithm. You will also create a test to sort the algorithm, and use debugging to find bugs in the code.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",debuggers  software  c++  euler's totient function  Software Testing  Python Programming  sorting algorithm  sorting  software bug  frama-c computer-science software-development,5
"Server-side Development with NodeJS, Express and MongoDB",The Hong Kong University of Science and Technology,Advanced,4.6,https://www.coursera.org/learn/server-side-nodejs,"This course deals with all things server-side. We base the entire course around the NodeJS platform. We start with a brief overview of the Web protocols: HTTP and HTTPS. We examine NodeJS and NodeJS modules: Express for building web servers. On the database side, we review basic CRUD operations, NoSQL databases, in particular MongoDB and Mongoose for accessing MongoDB from NodeJS. We examine the REST concepts and building a RESTful API. We touch upon authentication and security. Finally we review backend as a service (BaaS) approaches, including mobile BaaS, both open-source and commercial BaaS services.  At the end of this course, you will be able to:  - Demonstrate an understanding of server-side concepts, CRUD and REST - Build and configure a backend server using NodeJS framework - Build a RESTful API for the front-end to access backend services",application programming interfaces  web  front and back ends  mongodb  authentication  node.js  representational state transfer  oauth  https  server-side computer-science mobile-and-web-development,1
Web Application Development: Basic Concepts,University of New Mexico,Advanced,4.5,https://www.coursera.org/learn/web-app,"This is the first course in a Coursera Specialization track involving Web Application Architectures.  This course will give you the basic background, terminology and fundamental concepts that you need to understand in order to build modern full stack web applications. A full stack web developer is familiar with each ""layer""  of the software technologies involved in a web application, including data modeling and database technologies, the web server environment and middleware components, network protocols, the user interface and basic visual design and user interaction concepts.   In this course we will learn by doing.  We will start by learning the major components of web application architectures, along with the fundamental design patterns and philosophies that are used to organize them.  You will build and continually refine a fully functional full-stack web application as we progress through the modules in this course.  Along the way you will be exposed to agile software development practices, numerous tools that software engineers are expected to know how to use, and a modern web application development framework.  This course is also available in Spanish. To join the Spanish version, visit this page: https://www.coursera.org/learn/apliweb.",active record pattern  ruby on rails  web  Javascript  ajax (programming)  html  middleware  ruby (programming language)  Full-Stack Web Development  web application computer-science mobile-and-web-development,1
Application Systems Programming,Unity,Advanced,3.8,https://www.coursera.org/learn/application-systems-programming,"Welcome to Application Systems Programming, the second course in the Unity Certified Programmer Specialization from Unity Technologies.  This course will help you prepare for the Unity Certified Programmer exam, the professional certification for entry to mid-level Unity programmers. Unity is used to create real-time 3D applications for many industries, including video games, automotive, film, training, and more. In this course, you will be challenged to solve realistic Unity programming problems that are aligned to topics covered on the exam. Throughout the second course, you will expand upon the development of a 2D action video game that was started in the first course: AsteraX. In doing so, you will practice many of the skills covered in the exam, including adding particles effects, implementing user customizations, managing user and application data, and optimizing for different platforms.   This is an intermediate course, intended for people who are ready for their first paying roles as Unity programmers, or enthusiasts who would like to verify their skills against a professional standard. To succeed, you should have at least 1-2 years of experience programming interactive applications in Unity. You should be proficient at programming in the C# language and familiar with Unity's scripting APIs. You should have experience in the full product development lifecycle, from concept to launch (and beyond). And you should understand multi-platform development, including deploying applications to XR (AR and VR) platforms.",user fee  interfaces  application programming interfaces  reusability  particle system  Computer Programming  rendering (computer graphics)  table of keyboard shortcuts  Software Engineering  unreal engine computer-science software-development,1
Create a Simple Project Timeline in Google Sheets,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/create-a-simple-project-timeline,"By the end of this project, you will be able to create a simple Project Timeline using Google Sheets. You will have a better understanding of how to use this tool to help track and present project schedules.   Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",presentation  SQL  Leadership and Management  creative writing  project  Python Programming  verification and validation  Project Management  numbers (spreadsheet)  Finance business finance,4
Web and Mobile Testing with Selenium,University of Minnesota,Intermediate,5,https://www.coursera.org/learn/web-mobile-testing,"Modern applications that we build invariably have touch-points with its users through web-based and mobile platforms.  Users interact with the software through these interfaces and the experiences those interfaces provide have a strong influence on the perceived quality of the software.    The pace at which modern applications deploy new versions and features call for careful prioritization of testing effort and rapid execution through automation. Techniques and methods for testing of such applications will be the focus of this course. We will cover key concepts relevant to testing of web and mobile platforms, underlying techniques and the use of Selenium as a framework for automating testing of such applications.  The learner will gain a solid foundation in web and mobile testing principles and the ability to use a testing framework to automate test execution.",qa & ux manager  web  Software Testing  security testing  selenium  web testing  mobile app  test automation  website architecture  software quality assurance computer-science software-development,5
Automate an e-commerce web application using Selenium & Java,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/automate-e-commerce-web-application-using-selenium-java,"In this 1-hour long project-based course, you will learn -  1. Writing test automation scripts using Selenium to automation an e-commerce website 2. Interacting with web elements like text box, dropdown select, buttons, lists 3. Performing scroll down operation using Mouse operations (Action Class) 4. Performing scroll down operation using Javascripts via Selenium 5. Writing XPaths for dynamic web elements  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Operations Management  selenium (software)  software testing tools  selenium  text box  web  E-Commerce  test automation  web application  ordered pair computer-science software-development,5
Low Poly Art For Video Games,Michigan State University,Advanced,3.8,https://www.coursera.org/learn/low-poly-art-video-games,"This course is aimed to give you the tools and knowledge you need to start creating simple 3D art for video games made in the Unity game engine. Through the aesthetic of pixel art we will explore artistic principals like shape language, color theory, and composition as well as show you a step by step workflow for creating assets that you can use to make your own games. The course is broken into 4 main modules, props, environments, characters, and animation. Each of these courses will have a series of video lessons alternating between artistic and technical skills culminating in a peer-reviewed project based assignment. The last module will challenge you to take the knowledge learned in the previous 4 and use it to create your own pixel art asset pack.  This course is aimed at art novices who are interested in creating art for their own games or contributing to game projects. If you are a game designer or programmer, you will find this course helps give you a glimpse into the world of game art. You will be able to better work with artists, or create your own prototype or final artwork. If you are an artist or visual designer who is interested in bringing your style to the world of video game development, this course will give you the workflow to properly interface with a game engine and help contextualize how your artistic sensibilities can enable gameplay.  If you have ever wanted to start making art for video games but have no idea how to start, this course is the perfect for giving you a solid foundation while teaching you usable practical skills. Our goal is to give you a sense of the whole pipeline from creation to setting up in a game engine.",game mechanics  art  redos  low poly  game design  computer animation  mod (video gaming)  pixel art  adobe photoshop  game engine arts-and-humanities music-and-art,3
Starting GUI Programming with JavaFX,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/gui-programming-javafx,"In this 2-hour long guided project, we will learn the basics of creating GUI Applications with JavaFX. We will do this by creating a simple user interface designed with Scene Builder and FXML. The GUI Application itself will be powered by the JavaFX framework. While JavaFX has a fairly large number of components that offer a lot of functionality, we will focus on creating something simple to familiarize ourselves with the framework and some of its core functionality.  To be able to complete this project successfully, you should be familiar with the Java programming language.  Note: This course works best for learners who are based in the North America region. We�re currently working on providing the same experience in other regions.",Python Programming  recursively enumerable set  numbers (spreadsheet)  Computer Programming  user interface design  Software Engineering  language  drag and drop  javafx  pointing device gesture computer-science software-development,3
Technology Leadership and Entrepreneurship,Peter the Great St. Petersburg Polytechnic University,Advanced,4.9,https://www.coursera.org/learn/technology-entrepreneurship,"The Technology Entrepreneurship course will help students understand what Technology Entrepreneurship is and what its features are. Based on the best competencies of the course partners from Germany, Russia and Korea, the student will not only be able to go through all stages of technology entrepreneurship development on their own but will also feel the peculiarities of the global project development in accordance with national approaches. The student will consistently pass all steps from the identification of entrepreneurial perspectives, the building of innovative processes in the organization, the development of an innovative organization, creating strategies for the technology business, evaluation of technological innovations, leadership development and constructive communication, planning finance and business models of technology entrepreneurship. Carrying out your project will not only allow you to grow your competences but also make you feel like a real technology entrepreneur. If you have thought about changing the activities, gaining entrepreneurial experience, becoming an entrepreneur, if you have an original innovation and want to use it to launch a successful business, then come to us on the course! We have created this course together with our partners from Munich University of Applied Sciences (Germany), Strascheg Center for Entrepreneurship (Germany) and Korea University of Technology and Education (Korea).",organizational structure  leadership style  Product Development  market (economics)  core competency  Innovation  Entrepreneurship  business process  leadership  Collaboration business business-strategy,4
Innovation Management,Erasmus University Rotterdam,Beginner,4.7,https://www.coursera.org/learn/innovation-management,"What is innovation management? How do firms bring in new business models and get new products and services to the market? Go on a nine-week journey through innovation management concepts, theories of idea generation, selection, strategy formulation and implementation in this MOOC in Innovation Management. In it, you will also learn the tools for implementing innovation projects yourself.   Guided by world-class academics, you will develop an innovative mindset and expertise in how firms successfully create new ideas for marketing new products. The syllabus also includes sessions about innovation strategy, idea management and social networks.  During this course, you will learn how to: �\tuse the main innovation management terminology and concepts �\texplain the adoption life cycle and innovation adoption at the individual level �\tdefine creativity and explain how creativity can be stimulated �\trecognise and describe three types of idea management systems �\texplain what an innovation strategy is and why it is important �\tdescribe what a product portfolio is  �\texplain how innovation projects should be selected and managed �\texplain the importance of teams, team structures and networks for innovation.  Rotterdam School of Management, Erasmus University (RSM) is one of Europe�s leading business schools, and ranked among the top three for research. RSM�s primary focus is on developing business leaders with international careers who carry their innovative mindset into a sustainable future. Go to www.rsm.nl for more information.  This nine-week MOOC in Innovation Management is taught in English. There is no fee to participate in the programme.",Strategy  Innovation  Leadership and Management  social network  project  leadership  i-deas  innovation management  innovation leadership  Creativity business business-strategy,4
